year,age,sex,helping_others,social_usefulness
1989,42,male,neither,important
1989,43,male,important,important
1989,48,male,very_important,very_important
1989,28,male,important,very_important
1989,31,female,neither,not_important
1989,21,male,very_important,important
1989,30,male,important,very_important
1989,44,male,important,important
1989,52,male,very_important,not_important
1989,59,female,very_important,very_important
1989,36,female,important,important
1989,19,male,important,very_important
1989,48,female,very_important,important
1989,24,female,important,neither
1989,41,female,important,important
1989,67,female,very_important,very_important
1989,65,female,important,important
1989,24,male,important,important
1989,51,female,very_important,very_important
1989,51,female,important,important
1989,50,female,very_important,very_important
1989,55,male,important,important
1989,29,female,very_important,neither
1989,24,female,important,important
1989,28,male,important,important
1989,33,male,important,important
1989,56,female,very_important,very_important
1989,28,male,important,important
1989,60,female,important,neither
1989,78,female,important,important
1989,46,female,important,important
1989,27,female,very_important,very_important
1989,33,male,important,important
1989,33,female,important,important
1989,79,male,important,important
1989,28,female,neither,neither
1989,29,female,important,very_important
1989,65,male,important,important
1989,57,female,very_important,very_important
1989,68,female,very_important,important
1989,86,male,very_important,very_important
1989,66,female,important,important
1989,65,female,very_important,important
1989,66,female,important,important
1989,41,male,important,important
1989,44,male,important,neither
1989,33,female,very_important,very_important
1989,32,male,important,important
1989,40,male,neither,important
1989,82,female,neither,neither
1989,38,male,neither,neither
1989,49,male,important,very_important
1989,41,male,very_important,very_important
1989,30,female,very_important,important
1989,88,male,important,not_important
1989,60,female,very_important,important
1989,42,male,very_important,very_important
1989,37,male,important,important
1989,28,female,very_important,very_important
1989,89,female,important,important
1989,36,female,important,important
1989,66,male,very_important,very_important
1989,72,male,very_important,very_important
1989,61,female,very_important,important
1989,56,female,important,important
1989,63,male,important,important
1989,68,female,important,neither
1989,36,female,important,important
1989,41,male,neither,neither
1989,71,male,important,important
1989,40,male,important,very_important
1989,22,male,neither,neither
1989,82,female,important,important
1989,35,female,important,important
1989,35,female,very_important,very_important
1989,38,male,neither,important
1989,26,male,very_important,very_important
1989,42,male,neither,neither
1989,44,male,important,important
1989,19,female,very_important,important
1998,35,female,important,important
1998,33,male,important,important
1998,43,male,important,important
1998,45,male,important,important
1998,29,male,neither,neither
1998,43,male,important,neither
1998,42,male,important,important
1998,81,female,very_important,important
1998,65,male,important,important
1998,36,female,important,important
1998,48,female,important,important
1998,59,male,important,important
1998,56,female,important,important
1998,50,female,neither,neither
1998,50,female,important,important
1998,19,female,important,important
1998,56,female,very_important,very_important
1998,57,male,important,very_important
1998,25,male,important,important
1998,30,male,very_important,very_important
1998,24,male,very_important,very_important
1998,41,female,important,important
1998,60,male,important,important
1998,81,female,important,important
1998,38,female,important,important
1998,86,female,important,important
1998,73,female,important,very_important
1998,29,female,important,important
1998,74,female,important,important
1998,48,female,important,very_important
1998,52,female,very_important,very_important
1998,51,female,very_important,very_important
1998,64,male,neither,important
1998,44,female,neither,neither
1998,34,male,neither,neither
1998,46,female,important,important
1998,35,male,important,important
1998,51,male,important,important
1998,64,female,important,important
1998,33,male,important,important
1998,69,male,very_important,very_important
1998,42,female,important,neither
1998,71,female,important,important
1998,48,female,important,important
1998,21,male,important,very_important
1998,41,female,not_important,not_important
1998,30,female,very_important,very_important
1998,19,female,important,important
1998,40,male,important,important
1998,54,female,important,very_important
1998,29,female,important,neither
1998,23,male,important,important
1998,55,male,very_important,very_important
1998,67,female,important,very_important
1998,74,male,very_important,very_important
1998,49,male,very_important,important
1998,42,female,important,important
1998,55,female,important,important
1998,80,female,very_important,very_important
1998,61,female,neither,very_important
1998,34,male,very_important,very_important
1998,37,female,very_important,very_important
1998,48,female,important,neither
1998,37,male,important,important
1998,52,female,important,very_important
1998,43,male,important,neither
1998,48,male,important,important
1998,48,male,important,important
1998,53,female,very_important,neither
1998,67,female,very_important,important
1998,40,male,important,very_important
1998,25,male,important,important
1998,35,female,very_important,very_important
1998,33,male,important,neither
1998,70,female,neither,important
1998,69,female,neither,neither
1998,20,male,very_important,very_important
1998,42,male,important,important
1998,59,male,important,important
1998,44,male,very_important,very_important
1998,44,female,very_important,important
1998,35,female,very_important,very_important
1998,43,female,important,important
1998,89,female,important,important
1998,44,male,very_important,very_important
1998,36,female,important,important
1998,31,female,very_important,very_important
1998,45,male,important,important
1998,34,female,very_important,very_important
1998,35,female,important,neither
1998,61,female,important,important
1998,36,female,very_important,very_important
1998,24,male,neither,neither
1998,59,female,very_important,very_important
1998,29,female,very_important,very_important
1998,38,male,important,neither
1998,55,male,important,very_important
1998,52,female,neither,neither
1998,37,male,very_important,very_important
1998,35,female,important,important
1998,79,male,important,important
1998,35,male,important,important
1998,55,female,important,important
1998,40,male,very_important,important
1998,50,male,important,important
1998,29,male,neither,important
1998,29,female,very_important,very_important
1998,48,female,important,important
1998,71,male,very_important,very_important
1998,33,male,important,important
1998,61,female,important,neither
1998,55,male,important,important
1998,29,female,important,important
1998,50,female,important,important
1998,44,male,not_important,important
1998,41,male,important,important
1998,46,female,important,very_important
1998,39,female,important,neither
1998,40,male,important,important
1998,34,female,important,neither
1998,44,female,very_important,very_important
1998,44,female,neither,neither
1998,65,female,important,neither
1998,25,female,very_important,very_important
1998,60,female,neither,neither
1998,38,male,important,important
1998,52,male,neither,neither
1998,37,male,important,important
1998,47,female,very_important,important
1998,46,male,important,not_important
1998,49,female,important,important
1998,27,male,important,important
1998,28,male,important,important
1998,28,female,very_important,very_important
1998,48,female,important,important
1998,51,male,neither,neither
1998,55,female,very_important,very_important
1998,55,male,very_important,very_important
1998,46,female,important,important
1998,35,male,important,important
1998,60,male,important,neither
1998,34,female,important,important
1998,36,male,important,important
1998,46,female,important,important
1998,44,female,very_important,important
1998,62,female,neither,important
1998,56,female,very_important,very_important
1998,39,male,neither,neither
1998,38,male,neither,neither
1998,53,male,important,neither
1998,24,male,important,important
1998,23,male,important,neither
1998,70,female,very_important,very_important
1998,39,female,very_important,very_important
1998,39,female,neither,neither
1998,53,male,important,important
1998,43,female,very_important,very_important
1998,44,female,important,important
1998,72,male,very_important,very_important
1998,40,female,neither,neither
1998,20,male,important,important
1998,NA,male,important,neither
1998,33,male,important,important
1998,40,female,not_important,neither
1998,42,male,very_important,very_important
1998,45,female,very_important,important
1998,51,male,very_important,very_important
1998,25,female,very_important,important
1998,36,female,neither,important
1998,37,male,important,neither
1998,29,female,neither,important
1998,55,male,important,important
1998,54,female,not_important,not_important
1998,27,female,very_important,important
1998,39,male,neither,neither
1998,66,male,very_important,very_important
1998,40,female,very_important,very_important
1998,60,female,important,very_important
1998,41,female,very_important,very_important
1998,26,male,important,important
1998,40,female,very_important,very_important
1998,60,female,very_important,very_important
1998,25,female,very_important,very_important
1998,19,female,very_important,very_important
1998,35,female,neither,important
1998,51,female,very_important,very_important
1998,67,female,important,important
1998,40,male,important,important
1998,42,male,very_important,very_important
1998,23,male,very_important,very_important
1998,36,female,very_important,very_important
1998,70,female,not_important,not_important
1998,41,female,very_important,important
1998,62,female,not_important_at_all,important
1998,71,male,important,important
1998,51,male,neither,important
1998,28,female,very_important,very_important
1998,30,male,important,important
1998,45,female,very_important,very_important
1998,28,female,important,very_important
1998,37,male,very_important,very_important
1998,53,female,important,important
1998,34,female,important,very_important
1998,39,female,important,important
1998,73,female,important,important
1998,36,male,neither,neither
1998,32,female,important,important
1998,34,female,important,very_important
1998,25,female,important,very_important
1998,40,female,important,important
1998,26,male,important,important
1998,65,male,neither,not_important
1998,32,male,important,very_important
1998,54,male,very_important,very_important
1998,30,female,neither,neither
1998,37,female,important,important
1998,29,male,very_important,important
1998,82,male,neither,neither
1998,55,female,very_important,very_important
1998,36,female,neither,neither
1998,35,female,important,very_important
1998,19,female,very_important,very_important
1998,30,female,very_important,important
1998,30,female,important,important
1998,38,male,important,very_important
1998,35,female,not_important,not_important
1998,19,male,important,important
1998,30,female,neither,neither
1998,44,female,neither,neither
1998,60,female,important,important
1998,25,male,neither,very_important
1998,37,male,very_important,very_important
1998,33,male,neither,neither
1998,57,male,important,important
1998,31,male,very_important,very_important
1998,34,male,important,important
1998,45,male,neither,neither
1998,51,male,neither,neither
1998,21,female,important,neither
1998,33,female,very_important,very_important
1998,45,male,important,important
1998,80,male,important,important
1998,83,male,important,important
1998,68,male,very_important,very_important
1998,34,female,neither,neither
1998,49,male,neither,neither
1998,36,male,neither,neither
1998,55,female,important,important
1998,19,female,important,neither
1998,28,female,important,important
1998,53,female,important,important
1998,42,female,neither,important
1998,39,female,neither,neither
1998,27,female,important,very_important
1998,22,male,very_important,very_important
1998,24,male,very_important,very_important
1998,27,female,not_important,important
1998,26,female,neither,neither
1998,54,female,neither,neither
1998,62,male,important,important
1998,62,male,important,important
1998,45,male,very_important,very_important
1998,49,female,important,important
1998,49,female,very_important,very_important
1998,40,male,neither,neither
1998,50,female,important,important
1998,46,female,important,important
1998,57,female,very_important,very_important
1998,85,female,important,important
1998,39,male,important,important
1998,45,male,important,important
1998,68,female,very_important,very_important
1998,20,male,very_important,very_important
1998,53,female,important,important
1998,23,female,very_important,very_important
1998,55,male,very_important,very_important
1998,34,female,important,very_important
1998,53,female,very_important,very_important
1998,38,female,not_important,not_important
1998,82,male,important,important
1998,36,female,important,important
1998,58,female,important,important
1998,41,male,not_important,important
1998,87,female,very_important,very_important
1998,61,female,very_important,very_important
1998,67,female,neither,neither
1998,57,female,important,important
1998,49,male,important,important
1998,64,male,important,important
1998,56,female,very_important,very_important
1998,40,male,important,important
1998,33,female,important,important
1998,55,male,important,important
1998,69,female,important,important
1998,23,male,important,neither
1998,25,female,important,important
1998,75,female,very_important,important
1998,37,female,very_important,important
1998,32,male,very_important,very_important
1998,60,male,important,important
1998,40,female,very_important,very_important
1998,34,male,neither,important
1998,33,male,neither,neither
1998,36,male,neither,neither
1998,51,female,very_important,very_important
1998,71,female,very_important,very_important
1998,72,male,important,important
1998,61,female,very_important,important
1998,20,female,important,very_important
1998,73,female,very_important,very_important
1998,72,female,important,important
1998,22,male,important,important
1998,68,female,important,important
1998,24,male,important,neither
1998,39,male,important,important
1998,28,male,important,important
1998,52,female,not_important,important
1998,70,female,important,important
1998,58,female,important,important
1998,61,female,very_important,important
1998,65,female,important,very_important
1998,39,male,very_important,very_important
1998,70,female,not_important,not_important
1998,79,male,important,important
1998,79,male,important,important
1998,39,female,important,important
1998,78,female,very_important,important
1998,30,male,very_important,very_important
1998,26,male,important,important
1998,22,female,very_important,very_important
1998,37,female,important,important
1998,54,male,important,important
1998,43,female,important,important
1998,67,female,important,neither
1998,19,female,very_important,very_important
1998,51,female,very_important,very_important
1998,35,female,important,important
1998,75,male,very_important,very_important
1998,47,male,important,neither
1998,76,female,important,important
1998,67,female,important,important
1998,47,male,very_important,important
1998,40,male,important,important
1998,48,male,important,important
1998,55,male,important,important
1998,33,male,very_important,very_important
1998,50,male,important,neither
1998,66,female,important,important
1998,39,female,very_important,very_important
1998,62,female,very_important,very_important
1998,41,female,important,important
1998,71,female,very_important,very_important
1998,43,male,important,important
1998,65,male,important,important
1998,26,female,important,important
1998,38,female,important,important
1998,61,female,important,important
1998,79,female,important,important
1998,32,female,very_important,very_important
1998,34,female,important,neither
1998,19,female,important,important
1998,31,male,very_important,very_important
1998,67,female,important,important
1998,27,female,very_important,very_important
1998,44,male,important,very_important
1998,51,female,important,important
1998,63,female,neither,important
1998,31,female,very_important,very_important
1998,36,female,important,important
1998,22,male,important,important
1998,35,female,important,important
1998,46,female,important,important
1998,40,female,very_important,important
1998,82,female,important,important
1998,63,female,very_important,very_important
1998,41,male,important,neither
1998,30,male,very_important,very_important
1998,29,male,very_important,very_important
1998,23,female,important,very_important
1998,26,female,neither,important
1998,75,female,important,very_important
1998,63,female,very_important,very_important
1998,63,female,neither,important
1998,33,male,important,very_important
1998,39,female,important,important
1998,28,male,important,neither
1998,36,female,very_important,very_important
1998,56,female,important,important
1998,22,female,important,important
1998,32,female,neither,neither
1998,49,female,important,important
1998,45,female,not_important,not_important
1998,82,female,very_important,very_important
1998,20,female,important,important
1998,43,female,very_important,very_important
1998,34,male,very_important,very_important
1998,32,female,very_important,very_important
1998,37,female,very_important,very_important
1998,39,female,very_important,very_important
1998,64,female,very_important,very_important
1998,34,female,very_important,very_important
1998,39,female,important,important
1998,23,male,important,neither
1998,28,female,neither,neither
1998,56,female,important,important
1998,86,male,not_important_at_all,not_important_at_all
1998,40,male,important,important
1998,41,male,very_important,very_important
1998,33,female,very_important,very_important
1998,45,male,very_important,very_important
1998,32,female,very_important,very_important
1998,36,male,very_important,very_important
1998,33,male,important,important
1998,87,male,important,neither
1998,62,male,very_important,very_important
1998,20,female,very_important,very_important
1998,47,male,very_important,not_important
1998,20,male,not_important,not_important_at_all
1998,41,male,very_important,very_important
1998,42,female,important,important
1998,34,male,important,important
1998,68,female,important,important
1998,63,male,very_important,very_important
1998,32,male,very_important,very_important
1998,27,female,important,neither
1998,39,female,important,important
1998,51,male,very_important,very_important
1998,24,female,very_important,very_important
1998,40,male,important,neither
1998,49,male,important,important
1998,49,male,important,neither
1998,68,female,important,important
1998,84,female,important,important
1998,31,female,neither,neither
1998,43,female,important,important
1998,34,female,very_important,very_important
1998,72,female,important,important
1998,66,female,important,important
1998,40,female,important,important
1998,43,female,important,important
1998,34,male,important,neither
1998,56,female,neither,important
1998,51,male,important,important
1998,33,female,very_important,very_important
1998,53,male,very_important,very_important
1998,45,female,important,important
1998,65,female,important,important
1998,34,male,important,important
1998,35,female,important,important
1998,58,male,important,neither
1998,35,female,very_important,very_important
1998,44,male,important,very_important
1998,51,female,important,important
1998,70,male,important,important
1998,34,female,very_important,very_important
1998,22,male,important,important
1998,43,male,very_important,very_important
1998,74,female,neither,neither
1998,39,female,important,important
1998,33,female,important,important
1998,44,female,important,important
1998,53,male,neither,neither
1998,51,male,important,important
1998,21,female,important,important
1998,41,female,important,important
1998,49,female,very_important,very_important
1998,21,male,very_important,very_important
1998,22,female,important,very_important
1998,32,female,important,important
1998,29,female,not_important,not_important
1998,35,female,very_important,neither
1998,48,male,important,important
1998,21,female,neither,important
1998,47,female,important,neither
1998,41,male,important,important
1998,75,female,important,important
1998,52,male,important,very_important
1998,38,male,neither,neither
1998,24,female,very_important,very_important
1998,38,female,important,important
1998,36,female,important,important
1998,27,male,important,important
1998,26,male,important,important
1998,46,female,neither,very_important
1998,64,female,very_important,very_important
1998,39,male,important,important
1998,27,female,neither,neither
1998,34,female,very_important,very_important
1998,33,male,important,neither
1998,22,male,neither,important
1998,21,female,very_important,very_important
1998,58,male,neither,neither
1998,70,female,very_important,important
1998,27,female,very_important,very_important
1998,24,male,neither,neither
1998,21,female,neither,neither
1998,47,male,neither,neither
1998,56,female,important,not_important
1998,32,female,important,important
1998,31,male,important,important
1998,46,female,important,very_important
1998,48,male,not_important_at_all,not_important_at_all
1998,34,female,very_important,important
1998,40,male,very_important,very_important
1998,38,male,neither,very_important
1998,50,male,important,important
1998,40,female,important,important
1998,31,male,neither,important
1998,36,male,important,important
1998,42,female,very_important,very_important
1998,49,female,very_important,very_important
1998,34,female,very_important,very_important
1998,77,male,very_important,important
1998,41,female,important,important
1998,73,female,neither,important
1998,41,male,neither,neither
1998,20,female,very_important,very_important
1998,41,female,very_important,very_important
1998,29,female,important,important
1998,21,female,important,neither
1998,37,female,important,important
1998,22,female,neither,important
1998,27,male,neither,neither
1998,43,male,very_important,very_important
1998,37,female,very_important,very_important
1998,31,female,very_important,very_important
1998,22,male,very_important,very_important
1998,36,female,neither,important
1998,35,male,very_important,neither
1998,32,male,neither,important
1998,46,male,neither,neither
1998,35,male,important,important
1998,32,male,important,important
1998,33,male,important,very_important
1998,33,female,important,important
1998,28,female,important,very_important
1998,35,male,neither,important
1998,26,male,important,important
1998,28,female,important,important
1998,27,female,important,important
1998,30,female,important,important
1998,55,female,very_important,very_important
1998,43,female,important,important
1998,43,female,very_important,very_important
1998,44,male,very_important,very_important
1998,34,female,important,important
1998,44,male,important,important
1998,49,male,important,important
1998,33,male,very_important,important
1998,26,female,neither,neither
1998,70,female,important,neither
1998,19,female,important,important
1998,72,female,neither,neither
1998,58,female,important,important
1998,75,female,very_important,very_important
1998,38,female,very_important,very_important
1998,40,male,neither,neither
1998,44,female,very_important,very_important
1998,47,male,important,important
1998,34,female,important,neither
1998,32,female,very_important,very_important
1998,29,female,important,important
1998,57,male,important,important
1998,31,female,very_important,important
1998,37,male,neither,important
1998,20,female,important,important
1998,32,male,important,very_important
1998,56,female,very_important,very_important
1998,57,female,important,important
1998,23,female,important,important
1998,37,male,very_important,very_important
1998,35,female,important,important
1998,50,male,neither,neither
1998,23,female,important,important
1998,28,male,important,important
1998,20,female,neither,neither
1998,84,male,important,important
1998,60,male,important,neither
1998,33,male,important,important
1998,68,female,not_important,important
1998,35,male,important,neither
1998,28,female,neither,neither
1998,46,female,important,important
1998,26,male,important,neither
1998,46,male,important,important
1998,33,female,important,important
1998,67,female,very_important,very_important
1998,23,female,important,important
1998,33,female,very_important,very_important
1998,30,female,important,important
1998,36,female,neither,important
1998,49,female,important,important
1998,38,male,important,important
1998,62,female,important,very_important
1998,39,female,neither,neither
1998,33,male,very_important,very_important
1998,38,male,neither,neither
1998,37,female,important,important
1998,82,male,very_important,very_important
1998,72,female,important,very_important
1998,63,male,very_important,very_important
1998,44,female,important,important
1998,74,female,very_important,very_important
1998,60,female,very_important,very_important
1998,38,male,important,important
1998,31,male,important,important
1998,31,female,important,important
1998,59,male,important,very_important
1998,38,male,very_important,neither
1998,61,female,neither,neither
1998,21,male,important,important
1998,31,female,important,important
1998,43,female,very_important,very_important
1998,42,female,neither,neither
1998,38,male,not_important,not_important
1998,46,male,very_important,very_important
1998,51,female,neither,not_important
1998,48,female,important,important
1998,75,female,important,important
1998,74,female,important,very_important
1998,40,female,very_important,very_important
1998,36,male,important,neither
1998,35,male,neither,important
1998,27,female,important,important
1998,43,female,important,important
1998,31,female,important,important
1998,21,female,very_important,very_important
1998,33,female,very_important,very_important
1998,59,female,important,important
1998,44,female,important,neither
1998,36,male,important,important
1998,29,male,important,important
1998,25,female,important,very_important
1998,23,female,very_important,important
1998,28,female,very_important,important
1998,27,female,very_important,important
1998,42,female,very_important,very_important
1998,33,female,neither,important
1998,21,female,very_important,very_important
1998,37,female,very_important,very_important
1998,23,female,very_important,very_important
1998,23,female,neither,very_important
1998,77,female,important,important
1998,54,female,very_important,very_important
1998,35,female,neither,neither
1998,35,female,important,very_important
1998,43,male,very_important,very_important
1998,63,female,important,important
1998,68,male,neither,important
1998,60,male,neither,not_important_at_all
1998,38,female,important,important
1998,50,female,important,not_important
1998,49,male,not_important_at_all,important
1998,45,male,neither,neither
1998,32,female,neither,neither
1998,51,female,important,neither
1998,30,male,important,important
1998,49,female,very_important,very_important
1998,73,male,neither,neither
1998,40,female,important,important
1998,51,female,important,important
1998,38,male,neither,neither
1998,59,male,important,very_important
1998,43,female,important,neither
1998,44,male,important,very_important
1998,36,female,neither,neither
1998,40,female,very_important,very_important
1998,65,female,important,important
1998,61,male,important,important
1998,40,female,very_important,very_important
1998,45,female,important,not_important
1998,35,male,not_important,not_important
1998,20,male,neither,important
1998,42,female,neither,important
1998,45,female,very_important,very_important
1998,40,male,neither,neither
1998,28,female,neither,important
1998,46,female,important,important
1998,39,male,important,important
1998,36,female,very_important,very_important
1998,41,male,neither,neither
1998,66,female,important,important
1998,32,female,important,very_important
1998,26,male,neither,neither
1998,43,female,neither,neither
1998,40,male,very_important,very_important
1998,88,male,very_important,very_important
1998,59,female,very_important,very_important
1998,19,female,important,neither
1998,58,female,important,important
1998,37,male,very_important,very_important
1998,65,female,important,important
1998,72,male,important,very_important
1998,28,male,neither,neither
1998,64,female,important,very_important
1998,26,male,important,important
1998,35,male,important,important
1998,34,male,not_important,neither
1998,64,female,important,important
1998,57,male,important,important
1998,63,male,important,important
1998,74,female,not_important,not_important
1998,30,female,neither,important
1998,89,male,not_important,important
1998,40,female,neither,neither
1998,28,male,important,very_important
1998,19,male,neither,neither
1998,35,female,not_important,neither
1998,83,female,very_important,very_important
1998,28,female,important,important
1998,67,female,neither,very_important
1998,82,male,important,neither
1998,21,female,neither,neither
1998,38,female,important,important
1998,30,male,very_important,very_important
1998,33,male,important,important
1998,42,female,very_important,very_important
1998,55,female,neither,important
1998,43,male,very_important,very_important
1998,45,female,important,neither
1998,35,male,neither,important
1998,28,female,very_important,very_important
1998,24,female,very_important,very_important
1998,33,male,very_important,neither
1998,34,male,neither,important
1998,41,female,important,important
1998,44,female,not_important,not_important
1998,43,female,neither,neither
1998,30,female,important,important
1998,55,male,important,important
1998,21,female,important,neither
1998,73,male,not_important,not_important
1998,50,male,important,important
1998,68,female,important,important
1998,22,female,important,important
1998,19,female,important,very_important
1998,24,male,important,very_important
1998,33,female,important,important
1998,70,male,important,important
1998,46,female,very_important,very_important
1998,48,female,very_important,very_important
1998,45,female,very_important,very_important
1998,44,female,very_important,very_important
1998,26,female,very_important,very_important
1998,28,female,very_important,very_important
1998,26,female,very_important,very_important
1998,31,female,important,important
1998,43,female,neither,neither
1998,29,male,neither,neither
1998,45,female,very_important,very_important
1998,48,female,neither,important
1998,74,male,very_important,important
1998,64,female,important,neither
1998,86,female,very_important,very_important
1998,55,male,very_important,very_important
1998,28,male,neither,neither
1998,83,male,important,important
1998,34,male,important,neither
1998,46,female,important,important
1998,54,female,very_important,very_important
1998,36,female,very_important,important
1998,62,male,neither,neither
1998,82,female,neither,important
1998,27,female,very_important,very_important
1998,24,male,important,important
1998,20,male,neither,neither
1998,21,female,neither,not_important
1998,21,female,important,neither
1998,31,female,important,important
1998,51,female,neither,neither
1998,18,male,important,important
1998,32,male,important,important
1998,20,male,important,important
1998,23,male,neither,important
1998,41,female,very_important,very_important
1998,46,female,important,very_important
1998,42,female,very_important,very_important
1998,26,male,important,important
1998,55,female,very_important,very_important
1998,30,female,important,important
1998,35,male,very_important,very_important
1998,21,female,important,important
1998,19,female,neither,important
1998,21,female,very_important,very_important
1998,33,male,important,very_important
1998,27,male,important,important
1998,29,male,important,important
1998,25,female,important,very_important
1998,36,female,very_important,important
1998,39,male,important,important
1998,28,male,neither,important
1998,42,male,important,neither
1998,37,female,neither,neither
1998,34,male,important,neither
1998,43,female,very_important,very_important
1998,36,male,very_important,very_important
1998,45,male,important,neither
1998,37,female,neither,neither
1998,43,female,very_important,very_important
1998,71,female,important,important
1998,49,male,important,important
1998,47,male,very_important,very_important
1998,50,female,very_important,very_important
1998,56,male,important,very_important
1998,36,male,important,neither
1998,39,male,very_important,very_important
1998,37,male,neither,important
1998,32,male,important,important
1998,31,male,very_important,important
1998,74,male,important,important
1998,54,female,important,important
1998,62,female,very_important,very_important
1998,78,male,very_important,very_important
1998,32,female,important,important
1998,59,female,very_important,important
1998,53,female,neither,neither
1998,64,female,important,important
1998,51,female,very_important,very_important
1998,44,male,neither,neither
1998,51,male,neither,important
1998,48,male,important,very_important
1998,51,male,important,neither
1998,27,female,important,important
1998,54,female,important,important
1998,68,male,very_important,very_important
1998,34,female,important,important
1998,44,male,very_important,very_important
1998,64,female,important,very_important
1998,37,male,important,very_important
1998,44,female,very_important,very_important
1998,27,female,very_important,very_important
1998,33,female,important,neither
1998,37,male,very_important,very_important
1998,76,male,very_important,very_important
1998,29,female,important,very_important
1998,87,female,neither,neither
1998,63,female,neither,not_important
1998,26,female,important,important
1998,50,female,important,neither
1998,32,male,very_important,very_important
1998,23,male,important,important
1998,44,female,very_important,important
1998,33,female,very_important,very_important
1998,51,female,very_important,very_important
1998,35,male,important,important
1998,86,female,important,important
1998,66,female,important,important
1998,44,female,important,important
1998,32,male,important,important
1998,42,female,very_important,very_important
1998,29,female,important,important
1998,40,male,important,neither
1998,37,female,very_important,very_important
1998,51,female,very_important,very_important
1998,31,male,very_important,very_important
1998,46,male,not_important,not_important
1998,80,female,very_important,very_important
1998,81,male,important,important
1998,79,female,very_important,neither
1998,80,female,important,neither
1998,89,male,important,important
1998,28,male,important,important
1998,34,male,neither,neither
1998,43,female,very_important,very_important
1998,18,male,neither,neither
1998,54,female,important,important
1998,23,female,important,important
1998,48,male,very_important,very_important
1998,56,male,very_important,important
1998,39,female,important,important
1998,29,female,important,important
1998,54,male,important,neither
1998,48,female,neither,important
1998,42,female,very_important,very_important
1998,48,male,important,important
1998,39,female,very_important,very_important
1998,27,male,very_important,very_important
1998,50,female,very_important,important
1998,51,female,very_important,very_important
1998,66,female,important,important
1998,50,male,very_important,important
1998,76,female,important,important
1998,78,female,important,neither
1998,42,male,very_important,neither
1998,59,female,important,important
1998,71,male,very_important,very_important
1998,51,female,very_important,very_important
1998,22,female,very_important,very_important
1998,41,male,important,important
1998,42,female,important,important
1998,25,female,very_important,very_important
1998,83,female,important,important
1998,73,female,important,neither
1998,59,male,neither,not_important
1998,73,male,important,important
1998,42,female,very_important,very_important
1998,58,male,neither,neither
1998,52,female,very_important,very_important
1998,45,male,important,neither
1998,55,female,neither,neither
1998,20,male,very_important,not_important_at_all
1998,35,male,not_important,very_important
1998,35,male,important,important
1998,51,female,important,important
1998,83,female,very_important,very_important
1998,47,male,very_important,very_important
1998,47,female,important,important
1998,30,female,important,important
1998,30,male,neither,neither
1998,42,male,neither,neither
1998,56,female,very_important,very_important
1998,66,male,neither,important
1998,52,male,important,important
1998,36,female,very_important,important
1998,71,male,important,important
1998,64,female,important,important
1998,85,female,important,very_important
1998,30,female,important,important
1998,60,female,important,neither
1998,39,male,important,important
1998,50,male,neither,neither
1998,42,male,neither,neither
1998,45,female,important,important
1998,28,male,very_important,very_important
1998,59,male,important,important
1998,46,female,important,important
1998,52,female,very_important,neither
1998,74,male,important,important
1998,40,female,important,important
1998,30,female,important,neither
1998,20,female,important,important
1998,49,male,neither,neither
1998,22,male,neither,important
1998,34,male,important,important
1998,24,female,very_important,very_important
1998,37,male,neither,neither
1998,60,male,very_important,very_important
1998,43,male,very_important,important
1998,34,female,important,important
1998,37,female,important,important
1998,39,female,important,important
1998,61,female,important,important
1998,40,female,very_important,very_important
1998,55,female,very_important,very_important
1998,22,female,neither,neither
1998,23,male,neither,important
1998,21,female,important,very_important
1998,72,male,important,important
1998,62,male,neither,neither
1998,55,male,important,neither
1998,67,male,very_important,very_important
1998,37,female,important,important
1998,61,female,important,important
1998,86,male,neither,important
1998,24,female,very_important,important
1998,36,female,very_important,very_important
1998,59,male,important,important
1998,52,female,important,important
1998,51,female,very_important,very_important
1998,30,female,important,important
1998,42,female,important,important
1998,62,female,important,important
1998,42,male,neither,neither
1998,49,female,very_important,very_important
1998,44,male,important,important
1998,39,female,neither,important
1998,32,male,important,important
1998,77,male,very_important,very_important
1998,28,female,important,very_important
1998,36,female,very_important,very_important
1998,31,female,very_important,very_important
1998,42,male,important,important
1998,39,female,important,important
1998,32,female,important,important
1998,45,male,important,important
1998,41,female,important,very_important
1998,73,male,important,important
1998,52,female,very_important,very_important
1998,25,female,very_important,very_important
1998,26,male,neither,not_important
1998,45,male,not_important_at_all,not_important_at_all
1998,22,male,important,important
1998,55,female,very_important,very_important
1998,38,female,important,important
1998,50,male,important,important
1998,75,female,important,important
1998,35,female,important,very_important
1998,66,female,very_important,very_important
1998,58,female,very_important,important
1998,33,male,important,important
1998,40,female,very_important,very_important
1998,76,male,important,important
1998,32,female,important,important
1998,71,male,very_important,very_important
1998,54,female,important,important
1998,70,male,important,important
1998,25,male,important,important
1998,44,female,very_important,important
1998,51,male,important,important
1998,56,female,important,important
1998,38,male,important,important
1998,72,female,neither,neither
1998,38,male,neither,important
1998,45,female,important,not_important
1998,75,female,important,important
1998,32,female,important,important
1998,33,female,important,important
1998,26,female,important,neither
1998,20,female,important,important
1998,26,female,important,important
1998,24,female,not_important,not_important
1998,41,female,very_important,very_important
1998,57,female,neither,important
1998,50,female,very_important,very_important
1998,29,male,important,important
1998,47,male,not_important,important
1998,39,female,very_important,important
1998,34,female,important,important
